user_id,year,month,txn_count,spend
usr_00108,2024,4,1,50.73
usr_00108,2024,5,0,133.16
usr_00109,2023,1,9,1571.73
usr_00109,2023,2,18,1456.74
usr_00109,2023,3,12,1476.1
usr_00109,2023,4,9,1906.67
usr_00109,2023,5,8,787.09
usr_00109,2023,6,6,622.41
usr_00109,2023,7,10,1536.2
usr_00109,2023,8,10,1053.64
usr_00109,2023,9,6,765.48
usr_00109,2023,10,13,454.32
usr_00109,2023,11,10,1747.42
usr_00109,2023,12,9,1284.35
usr_00109,2024,1,14,1621.83
usr_00109,2024,2,10,316.02
usr_00109,2024,3,10,614.19
usr_00109,2024,4,8,1973.66
usr_00109,2024,5,6,1312.01
usr_00109,2024,6,15,208.97
usr_00110,2023,1,13,883.49
usr_00110,2023,2,14,1863.7
usr_00110,2023,3,15,1005.29
usr_00110,2023,4,16,1549.13
usr_00110,2023,5,8,1029.77
usr_00110,2023,6,19,1356.55
usr_00110,2023,7,15,647.61
usr_00110,2023,8,18,1795.8
usr_00110,2023,9,12,1367.21
usr_00110,2023,10,6,1609.11
usr_00110,2023,11,14,1091.96
usr_00110,2023,12,14,1311.22
usr_00110,2024,1,7,588.03
usr_00110,2024,2,7,685.82
usr_00110,2024,3,8,995.42
usr_00110,2024,4,13,640.06
usr_00110,2024,5,7,873.06
usr_00110,2024,6,18,1002.86
usr_00111,2023,1,14,1516.93
usr_00111,2023,2,7,1007.22
usr_00111,2023,3,9,1935.22
usr_00111,2023,4,5,1668.37
usr_00111,2023,5,13,1764.37
usr_00111,2023,6,15,1832.25
usr_00111,2023,7,14,1299.73
usr_00111,2023,8,10,1295.85
usr_00111,2023,9,16,599.51
usr_00111,2023,10,9,405.03
usr_00111,2023,11,8,1605.65
usr_00111,2023,12,14,1569.72
usr_00111,2024,1,13,569.47
usr_00111,2024,2,9,1016.51
usr_00111,2024,3,16,1854.36
usr_00111,2024,4,13,1774.68
usr_00111,2024,5,7,1730.47
usr_00111,2024,6,18,1936.25
usr_00112,2023,1,18,350.41
usr_00112,2023,2,5,902.5
usr_00112,2023,3,14,505.89
usr_00112,2023,4,8,1915.77
usr_00112,2023,5,8,1926.88
usr_00112,2023,6,7,1569.51
usr_00112,2023,7,9,1416.83
usr_00112,2023,8,14,796.65
usr_00112,2023,9,15,536.05
usr_00112,2023,10,14,1887.87
usr_00112,2023,11,9,659.34
usr_00112,2023,12,9,1480.09
usr_00112,2024,1,13,1012.34
usr_00112,2024,2,14,1338.4
usr_00112,2024,3,7,1411.99
usr_00112,2024,4,7,687.1
usr_00112,2024,5,19,491.92
usr_00112,2024,6,9,798.28
usr_00113,2023,1,16,542.76
usr_00113,2023,2,11,547.41
usr_00113,2023,3,9,431.98
usr_00113,2023,4,13,1440.01
usr_00113,2023,5,15,968.23
usr_00113,2023,6,19,1821.99
usr_00113,2023,7,13,277.32
usr_00113,2023,8,6,1498.46
usr_00113,2023,9,12,1717.5
usr_00113,2023,10,16,302.27
usr_00113,2023,11,6,877.77
usr_00113,2023,12,16,746.01
usr_00113,2024,1,13,1992.83
usr_00113,2024,2,7,314.59
usr_00113,2024,3,9,1351.09
usr_00113,2024,4,17,1523.14
usr_00113,2024,5,6,1745.18
usr_00113,2024,6,15,530.83
usr_00114,2023,1,7,836.95
usr_00114,2023,2,13,422.82
usr_00114,2023,3,10,797.15
usr_00114,2023,4,7,326.42
usr_00114,2023,5,17,1848.85
usr_00114,2023,6,5,761.78
usr_00114,2023,7,16,1935.86
usr_00114,2023,8,19,456.63
usr_00114,2023,9,5,1281.45
usr_00114,2023,10,15,1443.16
usr_00114,2023,11,8,539.41
usr_00114,2023,12,6,337.95
usr_00114,2024,1,17,1975.86
usr_00114,2024,2,14,1409.57
usr_00114,2024,3,7,1972.25
usr_00114,2024,4,15,1420.42
usr_00114,2024,5,10,1760.61
usr_00114,2024,6,5,856.42
usr_00115,2023,1,5,1886.63
usr_00115,2023,2,12,663.2
usr_00115,2023,3,17,512.8
usr_00115,2023,4,12,303.85
usr_00115,2023,5,19,1508.62
usr_00115,2023,6,6,1755.33
usr_00115,2023,7,7,718.97
usr_00115,2023,8,7,551.05
usr_00115,2023,9,14,1196.18
usr_00115,2023,10,5,1459.86
usr_00115,2023,11,8,898.5
usr_00115,2023,12,14,1199.02
usr_00115,2024,1,13,477.75
usr_00115,2024,2,6,1877.23
usr_00115,2024,3,13,1860.93
usr_00115,2024,4,16,1850.02
usr_00115,2024,5,16,1870.83
usr_00115,2024,6,14,950.07
usr_00116,2023,1,8,397.08
usr_00116,2023,2,5,371.64
usr_00116,2023,3,14,1462.29
usr_00116,2023,4,10,1623.17
usr_00116,2023,5,19,463.59
usr_00116,2023,6,13,1546.22
usr_00116,2023,7,8,223.39
usr_00116,2023,8,10,705.06
usr_00116,2023,9,6,693.64
usr_00116,2023,10,9,1661.37
usr_00116,2023,11,5,1451.99
usr_00116,2023,12,16,450.21
usr_00116,2024,1,16,1418.92
usr_00116,2024,2,17,550.71
usr_00116,2024,3,9,1070.32
usr_00116,2024,4,14,990.83
usr_00116,2024,5,8,1132.95
usr_00116,2024,6,6,379.88
usr_00117,2023,1,5,1917.39
usr_00117,2023,2,6,712.76
usr_00117,2023,3,8,779.75
usr_00117,2023,4,10,1816.85
usr_00117,2023,5,19,1854.49
usr_00117,2023,6,13,739.86
usr_00117,2023,7,6,1201.19
usr_00117,2023,8,6,821.97
usr_00117,2023,9,9,1782.96
usr_00117,2023,10,17,1050.63
usr_00117,2023,11,6,1195.42
usr_00117,2023,12,19,687.66
usr_00117,2024,1,19,267.16
usr_00117,2024,2,12,1647.2
usr_00117,2024,3,6,755.75
usr_00117,2024,4,6,1217.57
usr_00117,2024,5,7,342.77
usr_00117,2024,6,5,1453.01
usr_00118,2023,1,5,809.65
usr_00118,2023,2,12,610.54
usr_00118,2023,3,12,1574.14
usr_00118,2023,4,7,1912.78
usr_00118,2023,5,9,1927.43
usr_00118,2023,6,7,1270.57
usr_00118,2023,7,7,1477.87
usr_00118,2023,8,14,1467.41
usr_00118,2023,9,13,1070.24
usr_00118,2023,10,17,1160.05
usr_00118,2023,11,7,389.46
usr_00118,2023,12,9,1396.35
usr_00118,2024,1,12,696.14
usr_00118,2024,2,5,369.61
usr_00118,2024,3,7,1349.72
usr_00118,2024,4,7,1331.26
usr_00118,2024,5,7,362.31
usr_00118,2024,6,11,980.07
usr_00119,2023,1,14,1242.25
usr_00119,2023,2,15,1084.82
usr_00119,2023,3,8,1939.33
usr_00119,2023,4,12,1561.33
usr_00119,2023,5,19,1062.6
usr_00119,2023,6,12,247.66
usr_00119,2023,7,7,774.51
usr_00119,2023,8,19,660.69
usr_00119,2023,9,18,1493.64
usr_00119,2023,10,19,285.25
usr_00119,2023,11,18,245.9
usr_00119,2023,12,5,1279.31
usr_00119,2024,1,9,1880.1
usr_00119,2024,2,6,1886.43
usr_00119,2024,3,12,1309.95
usr_00119,2024,4,13,725.41
usr_00119,2024,5,12,1527.43
usr_00119,2024,6,5,383.21
usr_00120,2023,1,16,222.44
usr_00120,2023,2,9,981.26
usr_00120,2023,3,16,1642.43
usr_00120,2023,4,15,1287.75
usr_00120,2023,5,8,931.7
usr_00120,2023,6,17,1727.79
usr_00120,2023,7,18,601.47
usr_00120,2023,8,12,1899.46
usr_00120,2023,9,12,247.16
usr_00120,2023,10,9,636.81
usr_00120,2023,11,11,832.43
usr_00120,2023,12,10,1144.4
usr_00120,2024,1,13,726.21
usr_00120,2024,2,18,1137.39
usr_00120,2024,3,7,1679.19
usr_00120,2024,4,10,483.68
usr_00120,2024,5,7,1105.39
usr_00120,2024,6,6,1409.4
usr_00121,2023,1,2,1172.08
usr_00121,2023,2,9,619.43
usr_00121,2023,3,13,218.34
usr_00121,2023,4,1,106.15
usr_00121,2023,5,1,768.46
usr_00121,2023,6,5,566.66
usr_00121,2023,7,8,746.88
usr_00121,2023,8,8,1033.02
usr_00121,2023,9,3,511.19
usr_00121,2023,10,10,552.01
usr_00121,2023,11,4,914.83
usr_00121,2023,12,7,446.75
usr_00121,2024,1,7,776.74
usr_00121,2024,2,2,581.62
usr_00121,2024,3,2,304.2
usr_00121,2024,4,0,395.42
usr_00121,2024,5,1,42.15
usr_00122,2023,1,14,1018.87
usr_00122,2023,2,18,1917.68
usr_00122,2023,3,5,1759.3
usr_00122,2023,4,9,1860.3
usr_00122,2023,5,14,564.82
usr_00122,2023,6,13,1433.45
usr_00122,2023,7,19,1900.15
usr_00122,2023,8,13,990.69
usr_00122,2023,9,7,448.92
usr_00122,2023,10,9,1457.54
usr_00122,2023,11,8,251.02
usr_00122,2023,12,19,1532.8
usr_00122,2024,1,17,334.61
usr_00122,2024,2,18,398.31
usr_00122,2024,3,6,1366.33
usr_00122,2024,4,15,323.89
usr_00122,2024,5,12,1142.16
usr_00122,2024,6,17,1832.96
usr_00123,2023,1,6,262.79
usr_00123,2023,2,6,133.34
usr_00123,2023,3,7,59.4
usr_00123,2023,4,4,332.83
usr_00123,2023,5,7,260.47
usr_00123,2023,6,1,36.65
usr_00123,2023,7,4,123.72
usr_00123,2023,8,3,313.82
usr_00123,2023,9,1,38.08
usr_00123,2024,3,0,0.0
usr_00123,2024,5,0,0.0
usr_00124,2023,1,6,412.59
usr_00124,2023,2,6,283.22
usr_00124,2023,3,4,492.46
usr_00124,2023,4,4,47.21
usr_00124,2023,5,2,285.35
usr_00124,2023,6,7,167.95
usr_00124,2023,7,3,13.47
usr_00124,2023,8,5,139.38
usr_00124,2023,9,5,102.05
usr_00124,2023,10,0,0.0
usr_00125,2023,1,14,263.16
usr_00125,2023,2,5,1983.56
usr_00125,2023,3,14,1887.62
usr_00125,2023,4,16,1824.15
usr_00125,2023,5,5,1625.33
usr_00125,2023,6,5,1012.06
usr_00125,2023,7,12,212.09
usr_00125,2023,8,16,718.76
usr_00125,2023,9,15,1627.44
usr_00125,2023,10,16,1315.49
usr_00125,2023,11,10,758.65
usr_00125,2023,12,9,1940.18
usr_00125,2024,1,17,1004.83
usr_00125,2024,2,11,1194.2
usr_00125,2024,3,12,1194.81
usr_00125,2024,4,11,978.2
usr_00125,2024,5,17,1836.29
usr_00125,2024,6,17,1877.8
usr_00126,2023,1,9,1469.43
usr_00126,2023,2,11,1708.98
usr_00126,2023,3,18,1459.97
usr_00126,2023,4,13,1549.51
usr_00126,2023,5,8,1543.04
usr_00126,2023,6,15,575.56
usr_00126,2023,7,14,1258.88
usr_00126,2023,8,12,204.46
usr_00126,2023,9,19,1298.04
usr_00126,2023,10,17,432.45
usr_00126,2023,11,13,1490.7
usr_00126,2023,12,17,1564.94
usr_00126,2024,1,10,1737.56
usr_00126,2024,2,10,945.25
usr_00126,2024,3,19,201.16
usr_00126,2024,4,13,1360.77
usr_00126,2024,5,19,1220.8
usr_00126,2024,6,15,1093.81
usr_00127,2023,1,9,453.21
usr_00127,2023,2,10,1440.66
usr_00127,2023,3,9,1482.51
usr_00127,2023,4,10,1458.33
usr_00127,2023,5,7,1145.29
usr_00127,2023,6,13,933.67
usr_00127,2023,7,12,837.86
usr_00127,2023,8,3,1159.8
usr_00127,2023,9,8,1308.95
usr_00127,2023,10,8,209.0
usr_00127,2023,11,9,783.65
usr_00127,2023,12,5,597.24
usr_00127,2024,1,7,200.45
usr_00127,2024,2,1,743.85
usr_00127,2024,3,6,53.23
usr_00127,2024,4,2,21.74
usr_00128,2023,1,17,746.45
usr_00128,2023,2,7,1799.83
usr_00128,2023,3,15,1794.6
usr_00128,2023,4,13,605.45
usr_00128,2023,5,7,1047.71
usr_00128,2023,6,9,1064.14
usr_00128,2023,7,19,406.0
usr_00128,2023,8,19,1733.54
usr_00128,2023,9,11,1195.76
usr_00128,2023,10,17,819.27
usr_00128,2023,11,7,726.44
usr_00128,2023,12,12,1638.39
usr_00128,2024,1,19,1866.52
usr_00128,2024,2,12,1320.84
usr_00128,2024,3,11,1479.92
usr_00128,2024,4,12,1107.08
usr_00128,2024,5,6,532.0
usr_00128,2024,6,18,1952.03
usr_00129,2023,1,12,750.22
usr_00129,2023,2,13,1263.94
usr_00129,2023,3,4,1154.82
usr_00129,2023,4,5,253.65
usr_00129,2023,5,4,696.31
usr_00129,2023,6,5,517.36
usr_00129,2023,7,9,1239.15
usr_00129,2023,8,6,422.18
usr_00129,2023,9,11,156.88
usr_00129,2023,10,11,1160.32
usr_00129,2023,11,9,632.46
usr_00129,2023,12,10,968.46
usr_00129,2024,1,4,890.47
usr_00129,2024,2,7,362.44
usr_00129,2024,4,2,357.54
usr_00129,2024,5,0,179.22
usr_00130,2023,1,6,476.13
usr_00130,2023,2,7,224.77
usr_00130,2023,3,5,73.71
usr_00130,2023,4,3,255.59
usr_00130,2023,5,7,468.42
usr_00130,2023,6,2,11.96
usr_00130,2023,7,4,130.77
usr_00130,2023,8,2,107.49
usr_00130,2023,9,2,331.46
usr_00130,2024,4,0,0.0
usr_00131,2023,1,4,452.39
usr_00131,2023,2,11,1261.49
usr_00131,2023,3,7,1019.24
usr_00131,2023,4,5,1333.49
usr_00131,2023,5,8,1025.04
usr_00131,2023,6,13,325.16
usr_00131,2023,7,9,204.26
usr_00131,2023,8,11,918.34
usr_00131,2023,9,14,652.74
usr_00131,2023,10,7,139.63
usr_00131,2023,11,9,1242.08
usr_00131,2023,12,1,1073.46
usr_00131,2024,1,2,606.51
usr_00131,2024,2,5,55.18
usr_00131,2024,3,1,543.95
usr_00131,2024,4,2,36.8
usr_00132,2023,1,10,578.35
usr_00132,2023,2,18,565.67
usr_00132,2023,3,9,771.78
usr_00132,2023,4,18,485.35
usr_00132,2023,5,6,950.7
usr_00132,2023,6,15,303.12
usr_00132,2023,7,18,582.81
usr_00132,2023,8,18,1802.03
usr_00132,2023,9,18,1423.01
usr_00132,2023,10,10,955.66
usr_00132,2023,11,8,580.2
usr_00132,2023,12,10,884.0
usr_00132,2024,1,6,1236.48
usr_00132,2024,2,18,1299.48
usr_00132,2024,3,10,733.26
usr_00132,2024,4,5,1623.21
usr_00132,2024,5,10,1780.97
usr_00132,2024,6,10,1228.73
usr_00133,2023,1,9,296.0
usr_00133,2023,2,5,507.81
usr_00133,2023,3,16,966.28
usr_00133,2023,4,15,532.05
usr_00133,2023,5,12,370.2
usr_00133,2023,6,13,1914.11
usr_00133,2023,7,10,1307.24
usr_00133,2023,8,10,270.04
usr_00133,2023,9,10,1280.49
usr_00133,2023,10,14,1176.58
usr_00133,2023,11,6,1553.51
usr_00133,2023,12,19,738.94
usr_00133,2024,1,11,285.29
usr_00133,2024,2,12,974.05
usr_00133,2024,3,5,1790.02
usr_00133,2024,4,6,1233.3
usr_00133,2024,5,8,1431.75
usr_00133,2024,6,13,475.58
usr_00134,2023,1,5,1406.17
usr_00134,2023,2,17,1521.55
usr_00134,2023,3,11,1761.68
usr_00134,2023,4,7,1986.04
usr_00134,2023,5,16,1557.85
usr_00134,2023,6,18,1698.26
usr_00134,2023,7,17,1514.48
usr_00134,2023,8,11,1882.43
usr_00134,2023,9,17,1055.37
usr_00134,2023,10,7,1126.89
usr_00134,2023,11,14,1731.87
usr_00134,2023,12,7,1675.51
usr_00134,2024,1,11,1638.84
usr_00134,2024,2,17,648.06
usr_00134,2024,3,19,1477.32
usr_00134,2024,4,6,1885.3
usr_00134,2024,5,16,1832.42
usr_00134,2024,6,11,1242.48
usr_00135,2023,1,13,1954.93
usr_00135,2023,2,8,1504.53
usr_00135,2023,3,8,1632.43
usr_00135,2023,4,16,580.15
usr_00135,2023,5,11,540.13
usr_00135,2023,6,5,1119.36
usr_00135,2023,7,17,362.25
usr_00135,2023,8,6,650.31
usr_00135,2023,9,15,1777.51
usr_00135,2023,10,16,560.49
usr_00135,2023,11,9,352.75
usr_00135,2023,12,16,1011.33
usr_00135,2024,1,12,1552.36
usr_00135,2024,2,14,818.87
usr_00135,2024,3,11,670.98
usr_00135,2024,4,9,1870.13
usr_00135,2024,5,9,497.14
usr_00135,2024,6,7,788.46
usr_00136,2023,1,19,647.64
usr_00136,2023,2,17,1622.05
usr_00136,2023,3,5,1122.6
usr_00136,2023,4,8,1391.69
usr_00136,2023,5,10,1335.16
usr_00136,2023,6,14,1930.27
usr_00136,2023,7,19,1425.23
usr_00136,2023,8,14,1626.37
usr_00136,2023,9,17,1084.35
usr_00136,2023,10,12,340.87
usr_00136,2023,11,15,1564.44
usr_00136,2023,12,6,352.95
usr_00136,2024,1,19,1705.01
usr_00136,2024,2,9,607.14
usr_00136,2024,3,18,1144.66
usr_00136,2024,4,15,1928.41
usr_00136,2024,5,18,430.19
usr_00136,2024,6,18,1456.66
usr_00137,2023,1,10,784.59
usr_00137,2023,2,5,476.34
usr_00137,2023,3,5,1212.19
usr_00137,2023,4,6,1368.04
usr_00137,2023,5,14,1601.05
usr_00137,2023,6,14,692.28
usr_00137,2023,7,11,228.05
usr_00137,2023,8,9,762.3
usr_00137,2023,9,8,520.77
usr_00137,2023,10,9,483.41
usr_00137,2023,11,5,1398.98
usr_00137,2023,12,16,1884.23
usr_00137,2024,1,14,1636.7
usr_00137,2024,2,19,447.6
usr_00137,2024,3,13,1215.33
usr_00137,2024,4,8,975.59
usr_00137,2024,5,5,902.47
usr_00137,2024,6,19,703.69
usr_00138,2023,1,6,1269.37
usr_00138,2023,2,9,960.24
usr_00138,2023,3,11,830.6
usr_00138,2023,4,8,1098.25
usr_00138,2023,5,1,840.23
usr_00138,2023,6,5,525.37
usr_00138,2023,7,4,1406.63
usr_00138,2023,8,9,740.07
usr_00138,2023,9,9,950.34
usr_00138,2023,10,11,731.76
usr_00138,2023,11,6,470.95
usr_00138,2023,12,1,921.27
usr_00138,2024,1,5,79.35
usr_00138,2024,2,6,270.78
usr_00138,2024,3,5,458.7
usr_00138,2024,4,3,293.03
usr_00138,2024,5,1,137.03
usr_00139,2023,1,14,392.59
usr_00139,2023,2,2,664.82
usr_00139,2023,3,4,452.66
usr_00139,2023,4,14,616.89
usr_00139,2023,5,6,925.6
usr_00139,2023,6,4,1216.22
usr_00139,2023,7,4,684.43
usr_00139,2023,8,10,168.09
usr_00139,2023,9,10,731.45
usr_00139,2023,10,12,1030.07
usr_00139,2023,11,1,548.38
usr_00139,2023,12,3,458.81
usr_00139,2024,1,10,637.88
usr_00139,2024,3,1,259.15
usr_00139,2024,4,3,62.27
usr_00140,2023,1,11,953.46
usr_00140,2023,2,10,1846.28
usr_00140,2023,3,15,1483.2
usr_00140,2023,4,18,1954.0
usr_00140,2023,5,11,270.77
usr_00140,2023,6,13,1728.9
usr_00140,2023,7,19,1872.07
usr_00140,2023,8,11,456.42
usr_00140,2023,9,8,1393.97
usr_00140,2023,10,12,1141.7
usr_00140,2023,11,12,1864.31
usr_00140,2023,12,19,759.91
usr_00140,2024,1,14,920.12
usr_00140,2024,2,18,546.17
usr_00140,2024,3,7,458.03
usr_00140,2024,4,16,1468.77
usr_00140,2024,5,17,1154.62
usr_00140,2024,6,6,1403.29
usr_00141,2023,1,6,1327.79
usr_00141,2023,2,8,1238.83
usr_00141,2023,3,8,791.39
usr_00141,2023,4,1,1304.88
usr_00141,2023,5,7,610.24
usr_00141,2023,6,8,492.12
usr_00141,2023,7,6,802.12
usr_00141,2023,8,13,1007.67
usr_00141,2023,9,8,674.23
usr_00141,2023,10,7,1306.92
usr_00141,2023,11,4,551.7
usr_00141,2023,12,3,309.41
usr_00141,2024,1,9,633.88
usr_00141,2024,2,2,736.2
usr_00141,2024,3,3,110.88
usr_00141,2024,5,1,116.14
usr_00142,2023,1,5,1368.38
usr_00142,2023,2,11,367.79
usr_00142,2023,3,12,331.47
usr_00142,2023,4,18,543.59
usr_00142,2023,5,7,1294.94
usr_00142,2023,6,17,1787.09
usr_00142,2023,7,7,577.57
usr_00142,2023,8,16,1776.34
usr_00142,2023,9,6,731.59
usr_00142,2023,10,6,1926.25
usr_00142,2023,11,11,1899.86
usr_00142,2023,12,16,324.09
usr_00142,2024,1,15,1268.01
usr_00142,2024,2,8,1904.45
usr_00142,2024,3,19,390.8
usr_00142,2024,4,5,767.97
usr_00142,2024,5,10,433.51
usr_00142,2024,6,6,692.93
usr_00143,2023,1,15,362.65
usr_00143,2023,2,11,484.7
usr_00143,2023,3,12,977.76
usr_00143,2023,4,6,1916.93
usr_00143,2023,5,7,460.97
usr_00143,2023,6,19,554.56
usr_00143,2023,7,12,337.45
usr_00143,2023,8,14,298.59
usr_00143,2023,9,8,450.92
usr_00143,2023,10,15,1373.27
usr_00143,2023,11,12,357.21
usr_00143,2023,12,13,1246.24
usr_00143,2024,1,11,621.61
usr_00143,2024,2,5,329.3
usr_00143,2024,3,10,596.24
usr_00143,2024,4,7,1982.8
usr_00143,2024,5,12,1993.28
usr_00143,2024,6,18,961.56
usr_00144,2023,1,19,782.43
usr_00144,2023,2,5,225.43
usr_00144,2023,3,8,371.42
usr_00144,2023,4,17,811.39
usr_00144,2023,5,11,524.64
usr_00144,2023,6,14,842.81
usr_00144,2023,7,15,1733.36
usr_00144,2023,8,11,1169.11
usr_00144,2023,9,8,531.45
usr_00144,2023,10,5,474.44
usr_00144,2023,11,12,490.84
usr_00144,2023,12,8,674.81
usr_00144,2024,1,14,510.26
usr_00144,2024,2,7,277.41
usr_00144,2024,3,18,1217.27
usr_00144,2024,4,8,651.1
usr_00144,2024,5,13,1014.99
usr_00144,2024,6,19,1498.29
usr_00145,2023,1,6,548.09
usr_00145,2023,2,11,1824.27
usr_00145,2023,3,9,1633.64
usr_00145,2023,4,8,1373.53
usr_00145,2023,5,19,1393.26
usr_00145,2023,6,14,1829.34
usr_00145,2023,7,12,1119.58
usr_00145,2023,8,7,1352.68
usr_00145,2023,9,10,1183.05
usr_00145,2023,10,17,906.91
usr_00145,2023,11,6,763.99
usr_00145,2023,12,17,881.92
usr_00145,2024,1,17,1678.8
usr_00145,2024,2,18,1556.3
usr_00145,2024,3,11,443.51
usr_00145,2024,4,15,1065.01
usr_00145,2024,5,18,667.64
usr_00145,2024,6,14,677.14
usr_00146,2023,1,8,1491.54
usr_00146,2023,2,11,1404.27
usr_00146,2023,3,19,1184.9
usr_00146,2023,4,12,1690.75
usr_00146,2023,5,11,1729.38
usr_00146,2023,6,7,1916.16
usr_00146,2023,7,9,911.21
usr_00146,2023,8,11,1940.28
usr_00146,2023,9,17,1466.58
usr_00146,2023,10,16,1255.05
usr_00146,2023,11,7,413.8
usr_00146,2023,12,7,706.37
usr_00146,2024,1,16,1451.39
usr_00146,2024,2,17,525.82
usr_00146,2024,3,18,907.14
usr_00146,2024,4,11,955.39
usr_00146,2024,5,14,514.67
usr_00146,2024,6,6,931.88
usr_00147,2023,1,1,882.28
usr_00147,2023,2,1,703.51
usr_00147,2023,3,3,585.73
usr_00147,2023,4,5,1107.44
usr_00147,2023,5,4,499.0
usr_00147,2023,6,7,1388.67
usr_00147,2023,7,8,831.95
usr_00147,2023,8,1,156.21
usr_00147,2023,9,9,308.29
usr_00147,2023,10,7,1158.98
usr_00147,2023,11,2,1262.09
usr_00147,2023,12,6,324.66
usr_00147,2024,1,2,381.36
usr_00147,2024,2,2,559.77
usr_00147,2024,3,3,461.38
usr_00147,2024,4,2,140.53
usr_00147,2024,5,1,147.82
usr_00148,2023,1,13,1481.6
usr_00148,2023,2,5,1847.59
usr_00148,2023,3,15,1133.45
usr_00148,2023,4,9,1689.93
usr_00148,2023,5,9,1587.46
usr_00148,2023,6,14,1582.14
usr_00148,2023,7,12,682.18
usr_00148,2023,8,18,1757.33
usr_00148,2023,9,13,772.37
usr_00148,2023,10,12,1911.88
usr_00148,2023,11,12,1636.78
usr_00148,2023,12,13,893.44
usr_00148,2024,1,18,1993.71
usr_00148,2024,2,14,1133.79
usr_00148,2024,3,7,1062.69
usr_00148,2024,4,13,1835.51
usr_00148,2024,5,16,1516.05
usr_00148,2024,6,16,969.37
usr_00149,2023,1,14,1116.74
usr_00149,2023,2,10,1105.48
usr_00149,2023,3,5,1740.75
usr_00149,2023,4,16,1632.28
usr_00149,2023,5,15,902.87
usr_00149,2023,6,5,260.27
usr_00149,2023,7,12,889.4
usr_00149,2023,8,12,659.38
usr_00149,2023,9,12,256.23
usr_00149,2023,10,6,983.16
usr_00149,2023,11,15,948.22
usr_00149,2023,12,19,1168.09
usr_00149,2024,1,8,988.45
usr_00149,2024,2,12,1245.57
usr_00149,2024,3,12,211.38
usr_00149,2024,4,11,327.96
usr_00149,2024,5,18,1011.66
usr_00149,2024,6,8,1142.81
usr_00150,2023,1,8,1748.01
usr_00150,2023,2,9,1349.76
usr_00150,2023,3,10,647.98
usr_00150,2023,4,15,927.48
usr_00150,2023,5,5,1165.68
usr_00150,2023,6,14,1931.63
usr_00150,2023,7,11,1472.31
usr_00150,2023,8,9,731.11
usr_00150,2023,9,19,1620.3
usr_00150,2023,10,6,1301.17
usr_00150,2023,11,13,1974.54
usr_00150,2023,12,19,1817.87
usr_00150,2024,1,14,1506.35
usr_00150,2024,2,16,1458.96
usr_00150,2024,3,6,1071.77
usr_00150,2024,4,12,1652.3
usr_00150,2024,5,18,387.44
usr_00150,2024,6,18,325.3
usr_00151,2023,1,7,345.39
usr_00151,2023,2,11,1194.25
usr_00151,2023,3,15,1704.59
usr_00151,2023,4,18,1134.45
usr_00151,2023,5,9,411.46
usr_00151,2023,6,6,515.01
usr_00151,2023,7,18,384.25
usr_00151,2023,8,15,1651.22
usr_00151,2023,9,8,390.47
usr_00151,2023,10,6,1543.13
usr_00151,2023,11,14,1551.95
usr_00151,2023,12,8,310.92
usr_00151,2024,1,7,1007.85
usr_00151,2024,2,16,1458.69
usr_00151,2024,3,8,842.05
usr_00151,2024,4,5,404.27
usr_00151,2024,5,11,1221.59
usr_00151,2024,6,6,1422.17
usr_00152,2023,1,7,1956.61
usr_00152,2023,2,8,527.11
usr_00152,2023,3,15,225.37
usr_00152,2023,4,16,475.06
usr_00152,2023,5,10,593.14
usr_00152,2023,6,13,1285.77
usr_00152,2023,7,18,517.62
usr_00152,2023,8,19,660.41
usr_00152,2023,9,13,1957.16
usr_00152,2023,10,15,1518.17
usr_00152,2023,11,5,1591.39
usr_00152,2023,12,15,509.36
usr_00152,2024,1,6,891.75
usr_00152,2024,2,17,1166.6
usr_00152,2024,3,18,1379.55
usr_00152,2024,4,14,1690.62
usr_00152,2024,5,16,1057.31
usr_00152,2024,6,11,1492.41
usr_00153,2023,1,12,1738.08
usr_00153,2023,2,9,552.39
usr_00153,2023,3,5,1640.36
usr_00153,2023,4,9,469.7
usr_00153,2023,5,10,536.16
usr_00153,2023,6,11,1723.13
usr_00153,2023,7,12,327.17
usr_00153,2023,8,17,1037.3
usr_00153,2023,9,5,1921.14
usr_00153,2023,10,18,1926.51
usr_00153,2023,11,9,1797.83
usr_00153,2023,12,11,1670.51
usr_00153,2024,1,9,1434.56
usr_00153,2024,2,15,961.25
usr_00153,2024,3,12,1667.9
usr_00153,2024,4,13,1562.49
usr_00153,2024,5,16,1996.86
usr_00153,2024,6,12,1652.46
usr_00154,2023,1,4,113.69
usr_00154,2023,2,7,208.33
usr_00154,2023,3,1,429.8
usr_00154,2023,4,7,353.0
usr_00154,2023,5,3,13.6
usr_00154,2023,6,7,311.6
usr_00154,2023,7,3,73.58
usr_00154,2023,8,1,86.57
usr_00154,2023,9,7,455.8
usr_00154,2024,1,0,0.0
usr_00154,2024,2,0,0.0
usr_00154,2024,3,0,0.0
usr_00155,2023,1,7,1159.47
usr_00155,2023,2,13,1438.51
usr_00155,2023,3,17,1484.95
usr_00155,2023,4,12,1995.16
usr_00155,2023,5,9,221.99
usr_00155,2023,6,10,426.13
usr_00155,2023,7,10,819.66
usr_00155,2023,8,13,1891.97
usr_00155,2023,9,5,1136.64
usr_00155,2023,10,14,1636.47
usr_00155,2023,11,8,1675.53
usr_00155,2023,12,8,205.51
